transaction_id,user_id,subscription_plan,payment_amount,payment_status
TXN-01207,USR-135,premium,20.31,pending
TXN-01208,USR-125,basic,4.720000000000001,success
TXN-01209,USR-107,standard,9.9,success
TXN-01210,USR-109,standard,10.3,refunded
TXN-01211,USR-106,standard,10.120000000000001,success
TXN-01212,USR-143,basic,5.11,pending
TXN-01213,USR-146,family,29.709999999999997,success
TXN-01214,USR-145,basic,5.33,refunded
TXN-01215,USR-142,standard,9.89,refunded
TXN-01216,USR-137,family,29.58,success
TXN-01217,USR-148,standard,10.200000000000001,pending
TXN-01218,USR-128,premium,20.09,refunded
TXN-01219,USR-148,standard,9.540000000000001,refunded
TXN-01220,USR-142,premium,19.849999999999998,pending
TXN-01221,USR-144,standard,10.120000000000001,success
TXN-01222,USR-120,standard,9.96,failed
TXN-01223,USR-108,basic,5.03,refunded
TXN-01224,USR-136,family,30.36,success
TXN-01225,USR-146,basic,4.54,refunded
TXN-01226,USR-148,premium,19.939999999999998,refunded
TXN-01227,USR-115,standard,9.69,success
TXN-01228,USR-130,standard,9.58,refunded
TXN-01229,USR-103,premium,20.0,failed
TXN-01230,USR-122,standard,10.25,success
TXN-01231,USR-107,premium,20.09,refunded
TXN-01232,USR-125,premium,19.74,failed
TXN-01233,USR-147,premium,20.259999999999998,refunded
TXN-01234,USR-131,standard,10.370000000000001,pending
TXN-01235,USR-101,family,29.919999999999998,pending
TXN-01236,USR-101,premium,20.06,success
TXN-01237,USR-112,basic,5.42,refunded
TXN-01238,USR-104,standard,10.15,failed
TXN-01239,USR-139,basic,5.01,failed
TXN-01240,USR-116,family,29.599999999999998,failed
TXN-01241,USR-116,premium,20.139999999999997,pending
TXN-01242,USR-121,standard,10.18,refunded
TXN-01243,USR-116,family,30.11,failed
TXN-01244,USR-142,basic,4.9,pending
TXN-01245,USR-112,basic,4.9,refunded
TXN-01246,USR-117,premium,19.599999999999998,failed
TXN-01247,USR-123,basic,5.41,success
TXN-01248,USR-124,basic,5.13,pending
TXN-01249,USR-121,standard,10.290000000000001,failed
TXN-01250,USR-144,family,29.569999999999997,failed
TXN-01251,USR-125,premium,20.369999999999997,refunded
TXN-01252,USR-104,basic,5.12,refunded
TXN-01253,USR-127,standard,10.39,failed
TXN-01254,USR-146,premium,19.549999999999997,success
TXN-01255,USR-146,standard,10.48,pending
TXN-01256,USR-141,family,29.93,success
TXN-01257,USR-146,basic,5.03,refunded
TXN-01258,USR-139,basic,4.8,success
TXN-01259,USR-106,standard,9.98,failed
TXN-01260,USR-137,standard,9.99,pending
TXN-01261,USR-102,basic,5.11,success
TXN-01262,USR-122,standard,9.69,pending
TXN-01263,USR-133,standard,9.75,refunded
TXN-01264,USR-104,family,29.49,failed
TXN-01265,USR-122,standard,10.35,failed
TXN-01266,USR-121,standard,10.39,refunded
TXN-01267,USR-122,family,30.299999999999997,refunded
TXN-01268,USR-104,basic,5.16,failed
TXN-01269,USR-114,family,29.91,failed
TXN-01270,USR-122,premium,19.599999999999998,pending
TXN-01271,USR-112,premium,19.619999999999997,refunded
TXN-01272,USR-125,premium,20.25,refunded
TXN-01273,USR-133,standard,9.63,refunded
TXN-01274,USR-109,standard,9.64,pending
TXN-01275,USR-119,basic,5.3,success
TXN-01276,USR-103,basic,4.6000000000000005,pending
TXN-01277,USR-118,premium,20.31,pending
TXN-01278,USR-128,premium,19.709999999999997,pending
TXN-01279,USR-123,basic,4.75,failed
TXN-01280,USR-133,basic,4.970000000000001,failed
TXN-01281,USR-104,basic,4.71,failed
TXN-01282,USR-125,basic,4.96,success
TXN-01283,USR-134,standard,9.55,failed
TXN-01284,USR-112,premium,20.4,refunded
TXN-01285,USR-112,family,29.56,refunded
TXN-01286,USR-139,standard,10.1,failed
TXN-01287,USR-146,basic,5.05,refunded
TXN-01288,USR-124,basic,4.84,refunded
TXN-01289,USR-147,standard,9.89,success
TXN-01290,USR-113,standard,9.72,failed
TXN-01291,USR-142,basic,5.49,failed
TXN-01292,USR-148,standard,9.75,failed
TXN-01293,USR-148,standard,10.34,success
TXN-01294,USR-102,family,29.54,failed
TXN-01295,USR-110,family,30.18,refunded
TXN-01296,USR-111,family,29.91,pending
TXN-01297,USR-104,family,29.83,refunded
TXN-01298,USR-119,premium,20.34,pending
TXN-01299,USR-135,standard,10.31,success
TXN-01300,USR-137,family,30.09,success
TXN-01301,USR-123,standard,9.9,pending
TXN-01302,USR-126,family,30.11,success
TXN-01303,USR-121,basic,5.0,pending
TXN-01304,USR-145,standard,10.25,success
TXN-01305,USR-121,basic,4.62,pending
TXN-01306,USR-128,basic,5.3,pending
TXN-01307,USR-109,standard,9.85,failed
TXN-01308,USR-146,standard,10.200000000000001,success
TXN-01309,USR-103,family,30.319999999999997,success
TXN-01310,USR-104,premium,20.34,success
TXN-01311,USR-101,family,30.49,refunded
TXN-01312,USR-124,basic,5.2,success
TXN-01313,USR-144,premium,20.09,success
TXN-01314,USR-148,basic,4.91,failed
TXN-01315,USR-125,premium,19.939999999999998,refunded
TXN-01316,USR-107,family,30.33,pending
TXN-01317,USR-145,premium,19.569999999999997,failed
TXN-01318,USR-138,premium,19.77,refunded
TXN-01319,USR-142,family,29.75,failed
TXN-01320,USR-116,standard,9.81,success
TXN-01321,USR-132,premium,19.77,pending
TXN-01322,USR-141,premium,19.729999999999997,refunded
TXN-01323,USR-104,premium,19.509999999999998,refunded
TXN-01324,USR-116,premium,19.599999999999998,refunded
TXN-01325,USR-140,basic,4.59,pending
TXN-01326,USR-103,family,29.959999999999997,pending
TXN-01327,USR-127,premium,19.77,success
TXN-01328,USR-115,standard,9.55,success
TXN-01329,USR-143,standard,10.44,success
TXN-01330,USR-140,family,30.0,success
TXN-01331,USR-139,standard,9.64,refunded
TXN-01332,USR-147,standard,10.28,refunded
TXN-01333,USR-116,standard,9.83,failed
TXN-01334,USR-148,standard,10.17,refunded
TXN-01335,USR-137,basic,4.8100000000000005,success
TXN-01336,USR-111,basic,4.720000000000001,failed
TXN-01337,USR-130,premium,19.959999999999997,success
TXN-01338,USR-102,premium,20.069999999999997,failed
TXN-01339,USR-134,standard,9.8,refunded
TXN-01340,USR-114,premium,19.669999999999998,refunded
TXN-01341,USR-142,basic,5.16,refunded
TXN-01342,USR-147,standard,10.44,pending
TXN-01343,USR-102,premium,20.45,refunded
TXN-01344,USR-116,premium,20.419999999999998,failed
TXN-01345,USR-112,family,30.06,failed
TXN-01346,USR-106,standard,10.39,failed
TXN-01347,USR-131,family,30.06,failed
TXN-01348,USR-138,standard,9.81,failed
TXN-01349,USR-102,basic,4.99,success
TXN-01350,USR-115,standard,9.82,refunded
TXN-01351,USR-105,premium,19.729999999999997,success
TXN-01352,USR-127,family,30.11,success
TXN-01353,USR-148,standard,10.08,success
TXN-01354,USR-127,standard,9.540000000000001,success
TXN-01355,USR-119,standard,9.65,pending
TXN-01356,USR-131,standard,9.82,failed
TXN-01357,USR-143,basic,4.67,refunded
TXN-01358,USR-128,family,30.24,failed
TXN-01359,USR-108,standard,9.67,failed
TXN-01360,USR-112,premium,19.72,success
TXN-01361,USR-119,premium,19.77,pending
TXN-01362,USR-108,premium,20.139999999999997,pending
TXN-01363,USR-141,standard,9.64,refunded
TXN-01364,USR-139,standard,10.21,pending
TXN-01365,USR-141,standard,9.53,failed
TXN-01366,USR-114,standard,10.41,refunded
TXN-01367,USR-114,premium,19.729999999999997,success
TXN-01368,USR-107,premium,19.819999999999997,success
TXN-01369,USR-137,premium,20.189999999999998,refunded
TXN-01370,USR-104,premium,19.709999999999997,failed
TXN-01371,USR-139,family,29.56,success
TXN-01372,USR-119,basic,5.01,pending
TXN-01373,USR-128,premium,19.61,pending
TXN-01374,USR-112,family,30.189999999999998,pending
TXN-01375,USR-118,standard,10.41,success
TXN-01376,USR-109,basic,4.69,pending
TXN-01377,USR-136,family,30.209999999999997,refunded
TXN-01378,USR-143,basic,4.94,pending
TXN-01379,USR-126,family,29.599999999999998,pending
TXN-01380,USR-118,basic,4.76,refunded
TXN-01381,USR-124,basic,4.63,failed
TXN-01382,USR-109,standard,9.81,pending
TXN-01383,USR-139,basic,4.59,pending
TXN-01384,USR-122,basic,4.680000000000001,failed
TXN-01385,USR-146,basic,4.57,failed
TXN-01386,USR-145,premium,20.0,success
TXN-01387,USR-106,family,30.18,pending
TXN-01388,USR-112,standard,9.68,success
TXN-01389,USR-143,basic,5.1000000000000005,pending
TXN-01390,USR-103,basic,4.82,failed
TXN-01391,USR-110,family,29.52,refunded
TXN-01392,USR-104,premium,19.599999999999998,pending
TXN-01393,USR-104,basic,4.9,pending
TXN-01394,USR-108,standard,9.91,refunded
TXN-01395,USR-148,basic,5.04,refunded
TXN-01396,USR-141,family,29.9,success
TXN-01397,USR-124,standard,9.49,pending
TXN-01398,USR-128,family,30.459999999999997,refunded
TXN-01399,USR-125,family,30.009999999999998,pending
TXN-01400,USR-112,basic,4.74,failed
TXN-01401,USR-111,standard,9.64,refunded
TXN-01402,USR-131,family,29.7,refunded
TXN-01403,USR-133,premium,19.529999999999998,success
TXN-01404,USR-106,basic,5.1000000000000005,pending
TXN-01405,USR-133,family,29.91,success
TXN-01406,USR-140,premium,20.099999999999998,pending
TXN-01407,USR-141,basic,5.01,failed
TXN-01408,USR-127,family,30.479999999999997,refunded
TXN-01409,USR-143,basic,4.6000000000000005,refunded
TXN-01410,USR-117,standard,10.31,failed
TXN-01411,USR-121,standard,9.55,success
TXN-01412,USR-131,premium,19.759999999999998,failed
TXN-01413,USR-146,basic,4.92,failed
TXN-01414,USR-144,premium,20.279999999999998,refunded
TXN-01415,USR-138,premium,20.139999999999997,refunded
TXN-01416,USR-114,premium,20.189999999999998,pending
TXN-01417,USR-117,premium,20.009999999999998,failed
TXN-01418,USR-137,standard,9.99,pending
TXN-01419,USR-126,basic,4.8500000000000005,failed
TXN-01420,USR-135,standard,10.31,success
TXN-01421,USR-126,basic,5.48,success
TXN-01422,USR-132,family,30.119999999999997,pending
TXN-01423,USR-106,premium,20.45,success
TXN-01424,USR-144,standard,10.370000000000001,success
TXN-01425,USR-123,family,30.319999999999997,refunded
TXN-01426,USR-124,family,30.13,refunded
TXN-01427,USR-139,premium,20.13,pending
TXN-01428,USR-135,premium,19.74,failed
TXN-01429,USR-105,premium,19.7,pending
TXN-01430,USR-103,basic,4.5600000000000005,pending
TXN-01431,USR-134,basic,5.41,failed
TXN-01432,USR-122,premium,20.009999999999998,refunded
TXN-01433,USR-120,standard,9.96,failed
TXN-01434,USR-147,premium,19.979999999999997,pending
TXN-01435,USR-129,premium,20.099999999999998,refunded
TXN-01436,USR-108,standard,9.65,refunded
TXN-01437,USR-130,premium,19.639999999999997,failed
TXN-01438,USR-127,standard,10.24,refunded
TXN-01439,USR-120,premium,19.939999999999998,refunded
TXN-01440,USR-126,premium,19.509999999999998,success
TXN-01441,USR-106,basic,4.5,refunded
TXN-01442,USR-116,family,29.889999999999997,pending
TXN-01443,USR-136,basic,5.220000000000001,pending
TXN-01444,USR-101,family,30.25,refunded
TXN-01445,USR-116,standard,10.4,failed
TXN-01446,USR-145,standard,9.92,failed
TXN-01447,USR-132,premium,19.83,failed
TXN-01448,USR-117,basic,5.48,pending
TXN-01449,USR-105,premium,19.88,success
TXN-01450,USR-131,standard,10.09,success
TXN-01451,USR-113,standard,10.34,refunded
TXN-01452,USR-106,family,29.799999999999997,success
TXN-01453,USR-116,premium,20.0,success
TXN-01454,USR-128,basic,5.33,pending
TXN-01455,USR-130,family,30.16,success
TXN-01456,USR-116,standard,10.06,failed
TXN-01457,USR-120,basic,5.28,failed
TXN-01458,USR-110,basic,4.6000000000000005,refunded
TXN-01459,USR-143,basic,4.82,pending
TXN-01460,USR-128,premium,19.689999999999998,success
TXN-01461,USR-104,basic,5.49,failed
TXN-01462,USR-139,family,30.34,failed
TXN-01463,USR-109,family,30.479999999999997,success
TXN-01464,USR-145,standard,9.81,success
TXN-01465,USR-105,basic,5.390000000000001,pending
TXN-01466,USR-124,family,30.209999999999997,refunded
TXN-01467,USR-143,premium,20.4,refunded
TXN-01468,USR-108,family,29.979999999999997,failed
TXN-01469,USR-123,family,29.84,pending
TXN-01470,USR-115,family,30.02,success
TXN-01471,USR-107,standard,10.27,failed
TXN-01472,USR-112,basic,4.99,success
TXN-01473,USR-133,family,29.59,refunded
TXN-01474,USR-109,basic,5.45,success
TXN-01475,USR-137,family,29.59,refunded
TXN-01476,USR-116,basic,4.7,success
TXN-01477,USR-126,premium,20.18,pending
TXN-01478,USR-110,premium,20.29,pending
TXN-01479,USR-119,family,30.09,pending
TXN-01480,USR-108,premium,20.389999999999997,pending
TXN-01481,USR-101,family,29.5,refunded
TXN-01482,USR-114,premium,19.819999999999997,failed
TXN-01483,USR-145,basic,4.7700000000000005,refunded
TXN-01484,USR-113,standard,10.48,failed
TXN-01485,USR-103,premium,20.419999999999998,pending
TXN-01486,USR-143,premium,19.75,refunded
TXN-01487,USR-109,basic,4.71,refunded
TXN-01488,USR-101,basic,5.08,pending
TXN-01489,USR-141,family,29.68,success
TXN-01490,USR-111,family,29.799999999999997,pending
TXN-01491,USR-114,basic,4.57,refunded
TXN-01492,USR-118,family,29.52,refunded
TXN-01493,USR-110,standard,10.48,pending
TXN-01494,USR-115,premium,20.04,refunded
TXN-01495,USR-105,family,29.669999999999998,success
TXN-01496,USR-107,standard,10.39,pending
TXN-01497,USR-135,basic,5.37,refunded
TXN-01498,USR-130,premium,20.09,failed
TXN-01499,USR-139,standard,10.3,refunded
TXN-01500,USR-102,basic,5.0200000000000005,success
